;;GML-2251;Contrôle non destructif des matériaux;3
;;GML-3001;Mise en forme des métaux;3
;;GML-3020;Conception propriétés/choix des matériaux;3
;;GML-3250;Matériaux composites;3
;;GML-4150;Ingénierie des surfaces;3
;;GML-4151;Introduction aux matériaux pour la santé;3
;;GPH-3003;Travaux pratiques en génie biomédical;3
;;GPH-4100;Lasers et applications;3
;;GPH-4103;Base de la photonique;3
;;PHY-4000;Imagerie médicale;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Aéronautique et aérospatiale;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GMC-2005;Dynamique des fluides appliquée;3
;Règle 3;;0;12
;;GMC-2008;Machines thermiques;3
;;GMC-4054;Simulations numériques des écoulements industriels;3
;;GMC-4150;Introduction à l'aérodynamique;3
;;GMC-4151;Propulsion aéronautique et spatiale;3
;;GMC-4250;Mécanique des matériaux composites;3
;;GML-3020;Conception propriétés/choix des matériaux;3
;;GML-3250;Matériaux composites;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Électricité, électronique et puissance;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GEL-2003;Électrotechnique;4
;Règle 3;;0;12
;;GEL-2002;Électronique des composants discrets;3
;;GEL-3000;Électronique des composants intégrés;3
;;GEL-3001;Machines électriques;4
;;GEL-4102;Électronique de puissance;3
;;GEL-4150;Réseaux électriques;3
;;GEL-4151;Exploitation de l'énergie électrique;3
;;GEL-4152;Entraînements à vitesse variable;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Environnement;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GCI-3005;Introduction au génie de l'environnement;3
;Règle 3;;0;12
;;GCI-1901;Éléments de mécanique des sols;3
;;GCI-3001;Impacts environnementaux;3
;;GGL-2600;Hydrogéologie;3
;;GGL-2602;Géophysique appliquée;3
;;GGL-2609;Hydrogéologie environnementale;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Génie médical et biophotonique;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GML-4103;Techniques d'analyse;3
;;GPH-4101;Introduction à la conception optique;3
;;GPH-4102;Travaux pratiques orientés biophotonique;3
;;GPH-4104;Fondements et applications de la fibre optique;3
;Règle 3;;0;12
;;BPH-2001;Introduction à la biophotonique;3
;;GEL-4072;Bio-instrumentation et microsystèmes biomédicaux;3
;;GML-4151;Introduction aux matériaux pour la santé;3
;;GPH-3003;Travaux pratiques en génie biomédical;3
;;PHY-4000;Imagerie médicale;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Photonique;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GPH-4101;Introduction à la conception optique;3
;;GPH-4102;Travaux pratiques orientés biophotonique;3
;;GPH-4104;Fondements et applications de la fibre optique;3
;Règle 3;;0;12
;;GEL-2001;Analyse des signaux;3
;;GEL-4201;Communications optiques;3
;;GEL-4203;Optoélectronique;3
;;GPH-4100;Lasers et applications;3
;;GPH-4103;Base de la photonique;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Génie des matériaux;;;;19
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GML-4103;Techniques d'analyse;3
;Règle 3;;0;12
;;GML-2003;Microstructures et propriétés des matériaux;3
;;GML-2007;Comportement mécanique et essais des matériaux;3
;;GML-2251;Contrôle non destructif des matériaux;3
;;GML-3001;Mise en forme des métaux;3
;;GML-3020;Conception propriétés/choix des matériaux;3
;;GML-4150;Ingénierie des surfaces;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
Signaux et communications;;;;
;Règle 1;;;3
;;LAN-GUES;Cours de langue selon le résultat VEPT;3
;Règle 2;;3;15
;;GEL-3006;Systèmes de communications;4
;;GPH-4104;Fondements et applications de la fibre optique;3
;Règle 3;;0;12
;;GEL-2001;Analyse des signaux;3
;;GEL-3003;Signaux et systèmes discrets;3
;;GEL-4200;Communications numériques;3
;;GEL-4201;Communications optiques;3
;;GEL-4202;Antennes et propagation radio;3
;Règle 4;;1;3
;;GMN-2900;Santé et sécurité en ingénierie I;1
;;GMN-2901;Santé et sécurité en ingénierie II;2
;;GMN-2902;Santé et sécurité en ingénierie III;3
;;MED-1100;Santé et sécurité au travail : notions de base;3
